link,faculty
/cattedreonline/corso/RMSES/0/LMEFIRM/2024,"Economia e finanza"
/cattedreonline/corso/TDS01/0/LAIMBASE/2024,"Management and artificial intelligence"
/cattedreonline/corso/974/A/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/AT6/A/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/BA01/A/L21BABASE/2024,"Business administration"
/cattedreonline/corso/974/B/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/AT6/B/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/BA01/B/L21BABASE/2024,"Business administration"
/cattedreonline/corso/EM76/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/ET46/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/ET46/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/AA8/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/AA8/0/L21BBMA/2024,"Economics and business"
/cattedreonline/corso/AA8/0/L21BABASE/2024,"Business administration"
/cattedreonline/corso/EM03/0/LM19KBASE/2024,"Marketing"
/cattedreonline/corso/EM03/0/19MLMBASE/2024,"Management"
/cattedreonline/corso/GPLI06/0/3GSLMDV/2024,"Giurisprudenza"
/cattedreonline/corso/T042/0/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/T042/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/T042/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/T042/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/T042/0/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/T223/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/T223/0/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/T223/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/M145/0/LMGAPGA/2024,"Governo, amministrazione e politica"
/cattedreonline/corso/M287/0/LM19ABASE/2024,"Amministrazione, finanza e controllo"
/cattedreonline/corso/M368/0/LMGAPPC/2024,"Governo, amministrazione e politica"
/cattedreonline/corso/BA017/0/L21BABASE/2024,"Business administration"
/cattedreonline/corso/M293/A/19MLMBASE/2024,"Management"
/cattedreonline/corso/M293/B/19MLMBASE/2024,"Management"
/cattedreonline/corso/SMIS09/C/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/SMIS09/D/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/EM47/0/19MLMBASE/2024,"Management"
/cattedreonline/corso/EM47/0/LM19GMBASE/2024,"Global management and politics"
/cattedreonline/corso/EM47/0/LM19KBASE/2024,"Marketing"
/cattedreonline/corso/M083/0/19MLMMS/2024,"Management"
/cattedreonline/corso/M083/0/LM19KBASE/2024,"Marketing"
/cattedreonline/corso/M083/0/LM19GMBASE/2024,"Global management and politics"
/cattedreonline/corso/049/A/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/049/B/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/049/C/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/049/D/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/049/E/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/618/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/M365/0/LMGAPGA/2024,"Governo, amministrazione e politica"
/cattedreonline/corso/M367/0/LMGAPPC/2024,"Governo, amministrazione e politica"
/cattedreonline/corso/M409/0/LM19ABASE/2024,"Amministrazione, finanza e controllo"
/cattedreonline/corso/BI014/0/LM19KMG/2024,"Marketing"
/cattedreonline/corso/T075/A/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/T075/B/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/T075/C/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/T075/D/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/T075/E/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/T075/F/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/M324/0/LMEFIAE/2024,"Economia e finanza"
/cattedreonline/corso/M373/0/LMPAGEBASE/2024,"Policies and governance in europe"
/cattedreonline/corso/S46/0/LMGAPPC/2024,"Governo, amministrazione e politica"
/cattedreonline/corso/191/A/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/191/B/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/T010/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/GMP01/0/LM19GMBASE/2024,"Global management and politics"
/cattedreonline/corso/AN4/A/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/AN4/B/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/GMP12/0/LM19GMBASE/2024,"Global management and politics"
/cattedreonline/corso/T006/A/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/T006/B/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/T020/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/LABOIR1/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/T055/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/EM44/0/LMGAPGA/2024,"Governo, amministrazione e politica"
/cattedreonline/corso/T038/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/T038/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/T038/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/M142/0/LM19ABASE/2024,"Amministrazione, finanza e controllo"
/cattedreonline/corso/ABBM142/0/LM19ABASE/2024,"Amministrazione, finanza e controllo"
/cattedreonline/corso/AIM03/0/LAIMBASE/2024,"Management and artificial intelligence"
/cattedreonline/corso/BA02/A/L21BABASE/2024,"Business administration"
/cattedreonline/corso/BA02/B/L21BABASE/2024,"Business administration"
/cattedreonline/corso/858/A/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/858/B/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/859/A/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/859/B/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/GL06/0/L24GLOBASE/2024,"Global law"
/cattedreonline/corso/DSM09/0/LMDSMBASE/2024,"Data science and management"
/cattedreonline/corso/T107/0/3GSLMDZ/2024,"Giurisprudenza"
/cattedreonline/corso/GL05/0/L24GLOBASE/2024,"Global law"
/cattedreonline/corso/M241/0/19FLM1B/2024,"Economia e finanza"
/cattedreonline/corso/M168/0/19FLMF1/2024,"Economia e finanza"
/cattedreonline/corso/EM30/0/LM19ABASE/2024,"Amministrazione, finanza e controllo"
/cattedreonline/corso/M212/0/3GSLMDP/2024,"Giurisprudenza"
/cattedreonline/corso/SMIS03/A/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/SMIS03/B/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/M288/0/LM19AAC/2024,"Amministrazione, finanza e controllo"
/cattedreonline/corso/AJ5/0/3GSLMEL/2024,"Giurisprudenza"
/cattedreonline/corso/T029/0/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/T029/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/AN5/A/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/AN5/B/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/LABDSM1/0/LMDSMBASE/2024,"Data science and management"
/cattedreonline/corso/MRK02/0/LM19KBASE/2024,"Marketing"
/cattedreonline/corso/M248/A/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/M248/B/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/SMIS10/C/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/SMIS10/D/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/ET30/0/3GSLMDV/2024,"Giurisprudenza"
/cattedreonline/corso/CF01/A/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/CF01/B/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/SS4/0/19FLMF1/2024,"Economia e finanza"
/cattedreonline/corso/SS4/0/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/T108/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/SMDIM00020/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/SMDIM00020/0/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/ET01/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/M378/0/LMPAGEEG/2024,"Policies and governance in europe"
/cattedreonline/corso/421/A/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/421/B/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/PG01/0/LMPAGEBASE/2024,"Policies and governance in europe"
/cattedreonline/corso/LABVGMP02/0/LM19GMBASE/2024,"Global management and politics"
/cattedreonline/corso/IR01/A/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/IR01/B/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/M516/A/19MLMBASE/2024,"Management"
/cattedreonline/corso/M516/B/19MLMBASE/2024,"Management"
/cattedreonline/corso/M258/0/LM19KMG/2024,"Marketing"
/cattedreonline/corso/M166/0/LM19KMR/2024,"Marketing"
/cattedreonline/corso/M133/0/LM19AAE/2024,"Amministrazione, finanza e controllo"
/cattedreonline/corso/AL7/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/EM59/0/LM19ABASE/2024,"Amministrazione, finanza e controllo"
/cattedreonline/corso/SHS/0/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/M174/0/19FLMF1/2024,"Economia e finanza"
/cattedreonline/corso/SMDEF00001/0/LM19ABASE/2024,"Amministrazione, finanza e controllo"
/cattedreonline/corso/SMDEF00001/0/LMDSMBASE/2024,"Data science and management"
/cattedreonline/corso/SMDEF00001/0/LM19KBASE/2024,"Marketing"
/cattedreonline/corso/SMDEF00001/0/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/SMDEF00001/0/19FLMBASE/2024,"Economia e finanza"
/cattedreonline/corso/SMDEF00001/0/19MLMBASE/2024,"Management"
/cattedreonline/corso/SMDEF00001/0/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/SMDEF00001/0/LM19GMBASE/2024,"Global management and politics"
/cattedreonline/corso/M543/0/LM19GMBASE/2024,"Global management and politics"
/cattedreonline/corso/M543/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/SAV/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/M410/0/LM19ABASE/2024,"Amministrazione, finanza e controllo"
/cattedreonline/corso/ET19/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/061/A/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/061/A/3GSLMDA/2024,"Giurisprudenza"
/cattedreonline/corso/061/B/3GSLMDA/2024,"Giurisprudenza"
/cattedreonline/corso/061/B/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/M358/0/LM20IRS/2024,"International relations"
/cattedreonline/corso/M357/0/LM20IRS/2024,"International relations"
/cattedreonline/corso/T062/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/T062/0/L21BABASE/2024,"Business administration"
/cattedreonline/corso/SKD/0/LMGAPBASE/2024,"Governo, amministrazione e politica"
/cattedreonline/corso/M360/0/LM20IRM/2024,"International relations"
/cattedreonline/corso/M379/0/LMPAGEEG/2024,"Policies and governance in europe"
/cattedreonline/corso/M379/0/LMGAPBASE/2024,"Governo, amministrazione e politica"
/cattedreonline/corso/EH05/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/T077/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/556/A/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/556/B/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/CL02/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/CL02/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/CL02/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/CL02/0/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/365/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/365/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/T014/A/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/T014/B/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/AN6/A/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/AN6/B/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/M359/0/LM20IRS/2024,"International relations"
/cattedreonline/corso/EM81/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/SV8/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/041/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/041/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/T456/A/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/358/A/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/T456/B/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/358/B/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/T456/C/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/T456/D/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/T456/E/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/T456/F/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/SAET/A/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/SAET/B/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/SAET/C/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/SAET/D/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/SAET/E/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/AI4/0/3GSLMDN/2024,"Giurisprudenza"
/cattedreonline/corso/AIM02/0/LAIMBASE/2024,"Management and artificial intelligence"
/cattedreonline/corso/AN1/A/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/BA06/A/L21BABASE/2024,"Business administration"
/cattedreonline/corso/854/A/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/854/B/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/AN1/B/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/BA06/B/L21BABASE/2024,"Business administration"
/cattedreonline/corso/101/A/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/101/B/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/807/A/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/807/B/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/807/C/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/807/D/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/807/E/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/CL01/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/CL01/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/CL01/0/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/CL01/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/CL01/0/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/670/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/AR4/A/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/AR4/B/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/AR4/C/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/AR4/D/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/AR4/E/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/AR4/F/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/A08/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/264/A/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/264/B/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/M363/0/LMGAPBASE/2024,"Governo, amministrazione e politica"
/cattedreonline/corso/EH08/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/T095/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/SGJ/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/EM65/0/19MLMBASE/2024,"Management"
/cattedreonline/corso/M081/0/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/M289/0/LM19AAC/2024,"Amministrazione, finanza e controllo"
/cattedreonline/corso/S59/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/ET48/0/L21BBBASE/2024,"Economics and business"
/cattedreonline/corso/ET48/0/L21BABASE/2024,"Business administration"
/cattedreonline/corso/EFI09/0/19FLMF1/2024,"Economia e finanza"
/cattedreonline/corso/EFI09/0/LM19WBASE/2024,"Corporate finance"
/cattedreonline/corso/SV7/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/042/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/042/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/M243/0/19FLM1B/2024,"Economia e finanza"
/cattedreonline/corso/SHG/0/19FLM1B/2024,"Economia e finanza"
/cattedreonline/corso/AP4/A/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/AP4/B/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/T091/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/T091/0/3GSLMBASE/2024,"Giurisprudenza"
/cattedreonline/corso/M372/0/LMPAGEBASE/2024,"Policies and governance in europe"
/cattedreonline/corso/M313/0/L22PPEBASE/2024,"Politics: philosophy and economics"
/cattedreonline/corso/M313/0/L22PSBASE/2024,"Scienze politiche"
/cattedreonline/corso/M371/0/LMPAGEBASE/2024,"Policies and governance in europe"
/cattedreonline/corso/M356/0/LM20IRD/2024,"International relations"
/cattedreonline/corso/M328/0/LMPAGECHPM/2024,"Policies and governance in europe"
/cattedreonline/corso/M395/0/3GSLMEL/2024,"Giurisprudenza"
/cattedreonline/corso/EM79/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/SMDIM00022/0/LM19KBI/2024,"Marketing"
/cattedreonline/corso/SAD/0/19MLMMF/2024,"Management"
/cattedreonline/corso/SAD/0/LM19GMBASE/2024,"Global management and politics"
/cattedreonline/corso/GL04/0/L24GLOBASE/2024,"Global law"
/cattedreonline/corso/M074/0/3GSLMDL/2024,"Giurisprudenza"
/cattedreonline/corso/893/0/3GSLMDZ/2024,"Giurisprudenza"
/cattedreonline/corso/ET24/0/1EEL2BASE/2024,"Economia e management"
/cattedreonline/corso/LABA04/0/L21BABASE/2024,"Business administration"
/cattedreonline/corso/EM64/0/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/ACE01/0/L21BABASE/2024,"Business administration"
/cattedreonline/corso/M539/0/LMPAGEBASE/2024,"Policies and governance in europe"
/cattedreonline/corso/M541B/A/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/M541/A/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/M541/B/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/M541B/B/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/LABPAGE01/0/LMPAGEBASE/2024,"Policies and governance in europe"
/cattedreonline/corso/LABIR01/A/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/LABIR01/B/LM20IRBASE/2024,"International relations"
/cattedreonline/corso/XLAB03/0/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/XLAB05/0/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/XLAB02/0/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/XLAB04/0/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/XLAB06/0/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
/cattedreonline/corso/XLAB01/0/LMSMIBASE/2024,"Strategic management, innovation and sustainability"
